year,selling_price,transmission,potencia_motor_hp,nivel_seguridad,score_calidad,eficiencia_km_l,calidad_auto_num
2016,580000,1,252,2.6,7.5,11.339877387575749,2
2014,300000,0,229,1.1,5.300000000000001,10.799995467447776,1
2018,1200000,0,201,3.0,7.7,11.88001188001188,2
2006,78000,0,307,1.3,5.0,9.44994595857798,1
2002,65000,0,380,2.1,5.699999999999999,9.45000945000945,1
2016,400000,0,71,1.3,5.2,11.339981542247743,1
2016,850000,0,270,1.3,6.5,11.339925610087995,1
2013,450000,0,329,2.4,6.4,10.53001053001053,1
2012,2500000,1,382,2.2,7.4,10.260018174889336,1
2017,780000,0,174,1.7,5.699999999999999,11.609971306785198,1
2017,3200000,1,382,2.1,7.9,11.609907120743031,2
2020,350000,0,329,2.1,7.3,12.422360248447204,1
2013,285000,0,360,2.0,6.7,10.53001053001053,1
2015,525000,0,196,1.9,6.3,11.069943972528469,1
2014,550000,0,216,1.3,6.1,10.800043200172802,1
2018,580000,0,120,3.3,6.4,11.879911070379988,1
2013,75000,0,348,2.1,7.3,10.529862690590516,1
2009,185000,0,387,1.5,6.2,9.45000945000945,1
2007,110000,0,227,1.4,5.0,9.450009450009452,1
2004,180000,0,82,2.1,5.300000000000001,9.45000945000945,1
2010,350000,0,118,2.1,5.2,9.719976318603152,1
2005,60000,0,371,1.2,5.8,9.450023625059064,1
2018,695000,0,230,2.5,7.6,11.879911070379988,2
2019,2700000,1,143,3.3,7.7,12.15066828675577,2
2007,135000,0,307,1.4,5.300000000000001,9.44994331282404,1
2015,640000,0,373,1.4,6.9,11.069993990574693,1
2014,160000,0,193,2.5,6.6000000000000005,10.800043200172802,1
2004,80000,0,347,2.1,6.7,9.450048277420548,1
2013,340000,0,252,2.2,5.8,10.530044130457677,1
2012,110000,0,247,1.4,5.5,10.259961781642364,1
2013,250000,0,211,1.0,6.3,10.53001053001053,1
2017,1300000,0,216,1.1,6.3,11.609971306785198,1
2014,250000,0,67,1.8,6.1,10.0,1
2009,450000,0,328,1.4,5.5,9.4499815430048,1
2013,240000,0,122,1.3,6.1,10.529957729741112,1
2007,225000,0,84,1.1,4.4,9.45000945000945,0
2015,275000,0,216,2.3,6.1,11.06990645929042,1
2012,320000,0,246,1.9,5.6000000000000005,10.260005643003105,1
2008,75000,0,376,1.2,5.9,9.45000945000945,1
2007,85000,0,147,2.1,5.699999999999999,9.45000945000945,1
2009,90000,0,184,2.1,6.3,9.45000945000945,1
2007,85000,0,302,1.4,5.699999999999999,9.45000945000945,1
2008,350000,0,85,1.3,5.5,9.45000945000945,1
2009,355000,1,143,3.2,6.1,9.45000945000945,1
2020,619000,0,255,2.5,7.3,12.417218543046358,1
2018,1700000,0,337,3.3,7.199999999999999,11.879870747006272,1
2006,55000,0,194,1.1,4.699999999999999,9.45000945000945,0
2006,95000,0,377,1.7,6.1,9.44995808125439,1
2011,300000,0,177,1.3,5.1,9.99000999000999,1
2006,81000,0,325,2.0,6.1,9.44995808125439,1
2015,1000000,1,346,3.5,7.199999999999999,11.07005963994631,1
2019,925000,0,85,2.6,6.6000000000000005,12.150077760497668,1
2015,450000,0,242,1.2,6.1,11.06990645929042,1
2014,600000,0,298,1.5,5.9,10.800032554732644,1
2006,85000,1,168,3.3,6.1,9.45000945000945,1
2016,700000,0,149,2.1,6.3,11.339925610088,1
2017,486000,0,340,1.3,6.3,11.610076670317634,1
2013,400000,0,179,2.4,6.2,10.53001053001053,1
2008,120000,0,239,1.9,6.4,9.45000945000945,1
2018,275000,0,77,2.3,6.3,11.880112691354674,1
2016,580000,0,211,1.9,5.8,11.339898537749926,1
2015,375000,0,167,1.7,6.6000000000000005,11.069993990574693,1
2015,229999,0,202,2.2,6.6000000000000005,11.07002900347599,1
2010,110000,0,323,1.5,5.6000000000000005,9.719997790909591,1
2017,600000,0,102,2.3,6.3,11.609907120743037,1
2009,120000,0,276,2.2,6.1,9.450032950772789,1
2010,200000,0,83,2.0,4.8,9.719967729707138,0
2012,450000,0,309,1.4,6.7,10.26004551729284,1
2012,550000,0,161,2.5,6.1,10.259961781642364,1
2012,220000,0,380,1.8,6.2,10.259961781642364,1
2001,40000,0,85,2.4,5.1,9.45000945000945,1
2017,300000,1,389,2.3,7.0,11.609682475184304,1
2018,630000,0,213,3.5,7.6,11.88001188001188,2
2017,610000,0,381,2.2,7.3,11.610019446782571,1
2019,660000,0,329,3.4,7.5,12.15066828675577,2
2012,220000,0,188,1.3,5.2,10.259961781642364,1
2011,138000,0,153,1.6,5.2,9.99000999000999,1
2013,210000,0,96,1.1,5.300000000000001,10.529938059187886,1
2005,125000,0,333,1.2,5.6000000000000005,9.449956919314044,1
2008,125000,0,217,1.4,5.1,9.449956919314044,1
2014,725000,0,214,2.4,6.7,10.79998429093194,1
2011,170000,0,247,2.0,6.1,9.99000999000999,1
2015,1200000,0,172,1.5,6.2,11.069993990574693,1
2003,70000,0,89,2.4,5.2,9.450009450009452,1
2007,100000,0,304,2.1,6.1,9.45000945000945,1
2006,300000,0,159,2.4,5.2,9.45000945000945,1
2013,450000,0,80,2.4,5.5,10.52997356976634,1
2015,530000,0,77,2.1,6.5,11.07002900347599,1
2007,100000,0,221,1.4,5.0,9.44998447030524,1
2010,350000,0,218,2.5,6.3,9.7199800529105,1
2011,165000,0,69,1.5,5.4,9.99000999000999,1
2019,475000,0,309,3.0,7.6,12.15005315648256,2
2013,350000,0,63,2.3,6.4,10.53001053001053,1
2016,229999,0,74,1.3,5.2,11.339898537749926,1
2018,800000,0,112,2.9,6.1,11.880112691354674,1
2014,475000,0,246,1.6,6.4,10.8000108000108,1
2014,425000,0,114,1.4,5.2,10.799984222774423,1
2015,660000,0,292,1.0,6.800000000000001,11.070026476764358,1
2019,610000,1,215,4.3,7.9,12.15066828675577,2
2013,240000,0,198,1.2,5.699999999999999,10.5300844512773,1
2005,70000,0,221,2.3,5.8,9.45000945000945,1
2011,550000,0,309,1.9,6.9,9.99000999000999,1
2010,100000,0,184,1.9,5.699999999999999,9.71998347602809,1
2010,350000,0,175,2.2,5.4,9.71995723218818,1
2013,200000,0,278,1.8,6.5,10.53001053001053,1
2019,720000,1,340,3.5,8.6,12.15066828675577,2
2014,350000,0,299,1.2,5.8,10.800012992496834,1
2016,400000,0,161,1.9,6.800000000000001,11.339925610088,1
2017,570000,0,99,1.8,5.6000000000000005,11.61016386917004,1
2015,130000,0,152,1.4,6.0,11.069993990574693,1
2016,210000,0,250,1.9,6.2,11.34009377385236,1
2018,800000,0,70,2.7,7.1,11.88001188001188,1
2017,700000,0,247,2.2,6.2,11.609907120743037,1
2011,200000,0,251,1.8,6.6000000000000005,9.98990180374678,1
2014,495000,0,305,2.4,6.800000000000001,10.800043200172802,1
2014,325000,0,191,1.8,6.7,10.800032270209218,1
2019,650000,0,389,3.3,7.5,12.150668286755772,2
2000,155000,0,369,1.8,5.8,9.45000945000945,1
2007,75000,0,395,1.8,6.5,9.450009450009452,1
2015,350000,0,115,1.6,5.8,11.070056375453335,1
2010,90000,0,103,1.6,4.9,9.720062208398131,0
2016,600000,0,268,2.4,7.5,11.339957758657349,2
2010,400000,0,320,1.3,5.9,9.720011138607358,1
2014,370000,0,254,1.2,6.0,10.799954526507255,1
2000,50000,0,139,2.2,4.8,9.45000945000945,0
2004,125000,0,127,1.9,5.8,9.45000945000945,1
2018,1800000,1,196,3.4,6.9,11.879740473361966,1
2019,650000,1,63,3.6,7.6,12.149930137901707,2
2017,800000,1,176,2.8,7.4,11.609819023409342,1
2020,802000,0,154,2.9,6.7,12.41927471435668,1
2015,2300000,1,268,3.2,7.199999999999999,11.069993990574693,1
2016,430000,0,75,1.6,5.300000000000001,11.34007257646449,1
2017,650000,0,170,2.0,6.0,11.609711776285902,1
2004,170000,0,385,2.3,6.3,9.45000945000945,1
2011,450000,1,281,3.3,7.1,9.99000999000999,1
2013,250000,0,330,1.4,6.9,10.530010530010529,1
2014,550000,0,218,1.5,6.2,10.79994600027,1
2013,2000000,1,153,2.9,7.0,10.529952779743004,1
2007,140000,0,395,2.3,6.5,9.45000945000945,1
2012,155000,0,359,2.2,6.7,10.259917920656637,1
2010,120000,0,223,1.9,5.300000000000001,9.720005802988538,1
2012,287000,0,355,2.5,6.5,10.260018174889336,1
2016,675000,0,378,1.7,7.1,11.34001134001134,1
2011,235000,0,314,2.3,6.1,9.989943010392222,1
2011,300000,0,378,2.2,6.9,9.98998476674606,1
2015,434999,1,332,3.4,8.100000000000001,11.06990645929042,2
2004,225000,1,97,3.5,5.9,9.450009929143938,1
2006,160000,0,241,1.7,5.0,9.45000945000945,1
2020,600000,0,246,2.3,6.7,12.41927471435668,1
2016,470000,0,84,1.7,5.4,11.340054205459102,1
2011,300000,0,392,2.3,6.4,9.99000999000999,1
2018,600000,0,201,3.3,7.5,11.876484560570072,2
2020,640000,1,183,3.5,7.5,12.418503570319777,2
2006,50000,0,84,1.1,4.699999999999999,9.45000945000945,0
2015,600000,0,350,1.8,6.4,11.069993990574693,1
2014,290000,0,394,1.7,6.2,10.799940414121854,1
2015,600000,0,234,1.1,5.6000000000000005,11.07011070110701,1
2012,190000,0,291,2.2,6.5,10.260005643003105,1
2008,160000,0,204,1.4,6.0,9.45000945000945,1
2017,325000,0,82,2.0,6.7,11.609907120743037,1
2006,200000,0,283,1.2,5.1,9.449960921984909,1
2018,2800000,1,181,4.3,7.3,11.88001188001188,1
2011,125000,0,282,2.1,5.9,9.99000999000999,1
2008,155000,0,289,1.6,5.4,9.45000945000945,1
2015,550000,0,76,1.9,6.0,11.06997453905856,1
2009,130000,0,344,1.3,5.5,9.45000945000945,1
2002,80000,0,61,2.5,5.1,9.45000945000945,1
2015,500000,0,326,2.2,6.9,11.07005963994631,1
2019,250000,0,75,3.2,6.800000000000001,12.150121501215011,1
2012,580000,0,396,1.2,6.0,10.260018174889336,1
2002,60000,0,80,1.0,4.1,9.45000945000945,0
2012,300000,0,310,1.9,7.0,10.2599937885443,1
2014,200000,0,336,1.2,6.3,10.800043200172802,1
2017,1200000,0,65,2.2,6.7,11.609797536457595,1
2015,350000,0,361,1.6,6.3,11.07005963994631,1
2012,600000,0,296,1.5,6.1,10.259961781642364,1
2019,650000,0,82,2.1,6.3,12.150668286755772,1
2008,120000,0,373,2.5,7.199999999999999,9.45000945000945,1
2010,180000,0,244,2.4,6.4,9.71998347602809,1
2018,950000,1,283,3.2,7.5,11.880094133853747,2
2012,250999,0,98,1.5,5.0,10.260018174889336,1
2012,385000,0,90,1.6,5.0,10.260052878734069,1
2009,1250000,1,61,2.4,5.4,9.450085452900373,1
2013,165000,0,224,2.4,7.0,10.5300844512773,1
2015,700000,0,359,2.1,6.6000000000000005,11.07011070110701,1
2015,750000,0,186,2.4,6.1,11.070033627838002,1
2008,89999,0,378,2.3,7.1,9.449992679583136,1
2018,290000,1,134,4.1,7.0,11.880247109139871,1
2014,45000,0,368,2.0,7.5,10.80080234531708,2
2013,675000,1,135,3.3,6.1,10.529968529753145,1
2015,530000,0,334,2.0,6.800000000000001,11.069962160856615,1
2014,1485000,1,360,2.3,7.199999999999999,10.800108001080012,1
2014,325000,0,294,2.0,6.6000000000000005,10.799951333759164,1
2015,400000,0,114,1.8,6.5,11.06990645929042,1
2017,380000,0,258,2.5,7.6,11.61003368544985,2
2016,750000,1,88,2.8,7.0,11.339868457525892,1
2017,390000,0,363,1.1,6.3,11.609907120743037,1
2009,110000,0,387,1.4,6.3,9.45000945000945,1
2019,1825000,0,122,3.4,7.1,12.149613815846568,1
2019,3256000,1,208,4.4,8.5,12.149799885648942,2
2015,370000,0,372,2.1,7.199999999999999,11.06990645929042,1
2013,210000,0,328,1.1,6.2,10.530056730680636,1
2007,175000,0,214,1.0,5.8,9.450019317719049,1
2012,575000,0,255,1.7,5.5,10.259964940823318,1
2010,320000,0,164,2.5,5.9,9.71995723218818,1
2010,280000,0,324,2.3,6.4,9.719973733315127,1
2013,500000,0,133,2.4,5.699999999999999,10.529991077218089,1
2013,380000,0,134,1.9,5.2,10.530055060769836,1
2005,120000,0,156,2.3,5.5,9.45000945000945,1
2018,395000,0,300,2.5,7.199999999999999,11.88001188001188,1
2010,360000,0,198,1.0,5.5,9.720003159001026,1
2015,451000,0,168,2.4,6.4,11.07002900347599,1
2010,175000,0,87,1.3,4.5,9.720062208398131,0
2009,170000,0,161,2.1,6.2,9.450081211635412,1
2006,100000,0,178,2.0,4.9,9.45000945000945,0
2014,150000,0,131,1.2,5.6000000000000005,10.8000108000108,1
2011,149000,0,86,1.3,5.2,9.99000999000999,1
2011,160000,0,209,1.5,5.300000000000001,9.99000999000999,1
2018,434999,0,229,3.1,7.3,11.879306248515087,1
2014,800000,0,219,1.1,5.8,10.80003323087148,1
2010,819999,0,201,1.6,5.0,9.71998347602809,1
2007,163000,0,213,2.0,5.699999999999999,9.45000945000945,1
2001,350000,0,309,1.3,6.0,9.45000945000945,1
2006,75000,0,242,1.2,6.0,9.45000945000945,1
2012,180000,0,262,1.6,6.1,10.259917920656637,1
2017,675000,0,130,1.4,6.0,11.609907120743037,1
2013,400000,0,242,2.0,5.9,10.530032271451844,1
2013,434999,0,232,2.5,7.1,10.52997356976634,1
2006,100000,0,89,1.0,4.9,9.45000945000945,0
2015,419000,0,381,2.4,6.800000000000001,11.070014586372162,1
2009,200000,0,213,1.6,5.0,9.45000945000945,1
2014,400000,0,148,2.0,6.0,10.800135773135434,1
2018,790000,0,280,3.3,8.2,11.88001188001188,2
2015,500000,0,370,1.9,7.1,11.06997453905856,1
2012,275000,0,380,1.1,6.3,10.260005643003105,1
2012,450000,0,84,1.2,5.8,10.260005643003105,1
2020,1400000,0,157,3.2,6.800000000000001,12.419891698544388,1
2015,800000,0,101,1.3,5.0,11.07011070110701,1
2014,315000,0,359,1.9,6.800000000000001,10.799989463424913,1
2019,700000,0,128,2.6,6.3,12.14974561470119,1
2016,585000,0,323,1.5,7.199999999999999,11.33988526704318,1
2014,350000,0,122,2.2,6.6000000000000005,10.799913600691193,1
2014,495000,0,265,2.1,6.1,10.8000108000108,1
2017,500000,0,207,2.0,6.1,11.610086843449588,1
2013,345000,0,388,1.6,6.2,10.530094531530452,1
2015,500000,0,314,1.3,6.4,11.070519207350824,1
2016,360000,0,310,1.8,6.3,11.339816501151164,1
2010,210000,0,320,2.2,7.0,9.720062208398131,1
2014,220000,0,188,1.9,6.1,10.800019636399336,1
2009,250000,0,70,2.5,4.9,9.449935031696658,0
2016,990000,0,76,1.0,5.1,11.339981980302609,1
2013,220000,0,127,2.5,5.699999999999999,10.52997356976634,1
2012,1800000,1,64,3.0,5.6000000000000005,10.259988098413803,1
2014,530000,0,265,2.2,6.6000000000000005,10.80006912044237,1
2016,575000,0,141,1.5,5.9,11.339925610088,1
2012,400000,0,126,1.8,6.2,10.260024250966412,1
2016,680000,0,304,2.2,6.5,11.339925610088,1
2014,1000000,1,326,3.1,7.199999999999999,10.8000108000108,1
2016,260000,0,298,1.5,7.1,11.339868457525892,1
2010,150000,0,290,1.5,5.300000000000001,9.720062208398131,1
2008,180000,0,287,2.0,5.4,9.45000945000945,1
2014,346000,0,212,2.4,7.1,10.800011515099174,1
2015,450000,0,101,1.7,5.8,11.06990645929042,1
2019,500000,0,350,2.5,7.5,12.15066828675577,2
2019,700000,0,138,3.3,7.3,12.150668286755772,1
2019,280000,0,118,3.0,6.3,12.150234741784038,1
2019,475000,1,176,3.6,8.0,12.15066828675577,2
2009,300000,0,308,1.1,5.1,9.45000945000945,1
2014,200999,0,107,2.1,6.1,10.8000108000108,1
2009,200000,0,272,1.5,5.8,9.45000945000945,1
2009,210000,0,318,1.1,5.699999999999999,9.45000945000945,1
2012,160000,0,83,1.9,5.5,10.26004551729284,1
2009,175000,0,295,1.5,5.4,9.450022582774556,1
2012,320000,0,256,1.5,6.0,10.259961781642364,1
2009,110000,0,92,1.7,4.8,9.45000945000945,0
2008,300000,0,385,2.1,6.4,9.45000945000945,1
2012,700000,0,234,1.4,6.5,10.259567046270648,1
2009,135000,0,112,1.1,5.0,9.450009450009452,1
2015,500000,0,232,1.6,5.8,11.069962160856615,1
2012,550000,0,270,1.1,5.4,10.260005643003105,1
2014,1050000,0,372,2.0,6.9,10.800043200172802,1
2016,500000,0,272,2.4,6.5,11.339797017633384,1
2011,180000,0,257,2.0,6.3,9.99000999000999,1
2010,170000,0,355,1.4,6.3,9.720062208398131,1
2019,484999,0,62,2.3,6.3,12.15066828675577,1
2011,150000,0,108,1.3,5.2,9.99000999000999,1
2018,380000,0,73,2.3,5.9,11.879870747006272,1
2019,480000,0,265,2.5,7.199999999999999,12.15066828675577,1
2009,135000,0,253,1.1,5.699999999999999,9.450009450009452,1
2011,290000,0,340,2.3,6.2,9.99000999000999,1
2013,350000,0,319,2.3,6.7,10.529957729741112,1
2014,110000,0,306,1.9,6.0,10.80006912044237,1
2003,70000,0,122,1.1,4.699999999999999,9.45000945000945,0
2011,300000,1,114,3.2,6.2,9.99000999000999,1
2017,180000,0,317,1.1,6.5,11.609907120743037,1
2020,300000,0,82,2.2,6.5,12.42004595417003,1
2017,509000,0,167,1.5,6.7,11.609907120743037,1
2016,650000,0,235,1.6,7.0,11.339957758657349,1
2015,450000,0,74,1.5,5.2,11.069993990574693,1
1999,170000,0,366,1.2,5.5,9.448082319925163,1
2007,210000,0,211,1.2,4.9,9.45000945000945,0
2013,360000,0,335,2.3,6.800000000000001,10.530056730680636,1
2011,495000,0,371,1.5,6.9,9.99000999000999,1
2006,105000,0,97,1.3,5.1,9.45000945000945,1
2010,270000,0,340,1.7,6.2,9.720062208398131,1
2010,130000,0,145,1.1,4.6000000000000005,9.719976318603152,0
2014,700000,0,383,1.9,6.9,10.800043200172802,1
2012,400000,0,139,1.4,5.699999999999999,10.260093366849638,1
2009,250000,0,379,1.9,6.4,9.45000945000945,1
2013,325000,0,230,1.9,5.6000000000000005,10.529971210610627,1
2008,69000,0,130,2.2,6.1,9.45000945000945,1
2018,1380000,0,147,2.3,6.6000000000000005,11.879870747006272,1
2007,90000,0,116,1.7,5.2,9.450009450009452,1
2016,1000000,0,226,2.4,7.3,11.340118504238369,1
2010,145000,0,178,2.1,6.0,9.71995723218818,1
2020,250000,0,344,3.5,8.7,12.415349887133184,2
2011,256000,0,295,2.4,6.1,9.99000999000999,1
2005,70000,0,379,1.9,6.2,9.45000945000945,1
2000,50000,0,362,1.4,5.6000000000000005,9.44997917801198,1
2016,240000,0,79,2.1,6.0,11.34007257646449,1
2010,97000,0,66,2.0,5.9,9.72001792128304,1
2012,130000,0,269,1.9,6.2,10.260005643003105,1
2009,199000,0,297,2.0,6.3,9.449940641076376,1
2006,125000,1,173,2.9,6.5,9.45000945000945,1
2015,420000,0,368,1.8,6.5,11.06990645929042,1
2016,525000,0,217,1.6,5.9,11.339972371703675,1
2008,125000,0,381,1.1,5.5,9.45000945000945,1
2010,325000,0,186,2.3,5.5,9.71999222400622,1
2012,330000,0,262,2.3,6.4,10.25995872156142,1
2010,110000,0,283,1.9,5.5,9.720062208398131,1
2019,450000,0,129,2.4,6.0,12.149532710280374,1
2005,85000,0,179,1.0,4.6000000000000005,9.450000399070962,0
2007,229999,0,212,1.0,5.2,9.45000945000945,1
2012,250000,0,82,1.1,5.1,10.259917920656637,1
2015,650000,0,199,1.5,5.5,11.070050629202145,1
2017,600000,0,171,1.3,5.699999999999999,11.609915622347597,1
2017,650000,0,197,1.4,5.6000000000000005,11.610822433255688,1
2017,750000,0,239,2.0,6.7,11.609902638531976,1
2018,850000,0,178,3.4,7.800000000000001,11.88024622271964,2
2017,315000,0,189,1.3,6.7,11.60988182046769,1
2015,415000,0,247,1.7,6.9,11.069831306394663,1
2016,640000,0,140,2.5,6.4,11.34001184058829,1
2017,780000,0,260,2.4,6.3,11.61016632405158,1
2017,2595000,1,386,2.5,7.5,11.60998294386052,2
2015,850000,0,133,1.5,6.4,11.069993775816217,1
2015,900000,0,337,1.4,7.1,11.069934732970964,1
2016,1150000,0,185,1.2,6.6000000000000005,11.339991162174105,1
2007,75000,0,215,1.7,5.699999999999999,9.449976375059062,1
2012,215000,0,242,1.5,5.300000000000001,10.259990268875208,1
2009,130000,1,165,3.1,6.2,9.45000945000945,1
2019,400000,1,393,3.4,7.7,12.14974561470119,2
2019,550000,1,206,4.1,7.199999999999999,12.149930137901707,1
2016,245000,0,60,1.4,5.8,11.34009377385236,1
2010,320000,0,243,1.9,5.300000000000001,9.719976318603152,1
2016,730000,1,147,3.0,6.3,11.34001134001134,1
2005,120000,0,251,2.0,6.3,9.45000945000945,1
2017,950000,0,146,1.3,6.0,11.61016386917004,1
2017,350000,0,128,1.4,5.5,11.609907120743037,1
2005,100000,0,399,1.4,6.0,9.45000945000945,1
2017,350000,0,169,1.9,7.0,11.609907120743037,1
2005,80000,0,231,1.1,4.6000000000000005,9.45000945000945,0
2013,370000,0,236,1.8,6.2,10.53001053001053,1
2012,160000,0,158,1.1,5.0,10.260018174889336,1
2009,130000,0,95,1.5,5.699999999999999,9.45000945000945,1
2016,250000,0,284,2.0,7.3,11.34001134001134,1
2012,270000,0,352,1.6,6.4,10.259961781642364,1
2019,2600000,1,312,3.4,7.800000000000001,12.14989129044635,2
2013,160000,0,110,1.9,5.9,10.530056730680636,1
2016,229999,0,352,2.1,7.0,11.339957758657349,1
2017,750000,0,212,1.4,6.3,11.610216990952036,1
2011,195000,0,296,1.4,5.4,9.99000999000999,1
2015,320000,0,320,2.0,6.4,11.06990645929042,1
2018,1100000,0,195,3.4,7.5,11.88001188001188,2
2016,270000,0,313,1.3,6.7,11.34020618556701,1
2012,300000,0,368,2.0,6.1,10.259988098413803,1
2012,200000,0,164,2.4,6.1,10.259988098413803,1
2007,120000,0,342,1.7,6.0,9.449954704884902,1
2006,95000,0,376,1.5,6.0,9.45000945000945,1
2013,400000,0,380,2.0,7.4,10.52997356976634,1
2006,229999,0,143,1.0,4.9,9.45000945000945,0
2016,430000,0,258,1.5,6.0,11.339797017633384,1
2012,300000,0,104,1.4,6.0,10.260034884118609,1
2013,350000,0,248,1.3,6.0,10.529957729741112,1
2013,450000,0,109,1.3,5.4,10.53001053001053,1
2016,200000,0,363,2.1,7.7,11.34005177910435,2
2017,250000,0,260,2.4,6.9,11.609907120743037,1
2012,368000,0,234,1.6,6.6000000000000005,10.260034884118609,1
2012,368000,0,201,1.1,6.2,10.260034884118609,1
2014,650000,0,334,2.1,6.800000000000001,10.799996459017557,1
1997,150000,0,249,1.8,5.300000000000001,9.45000945000945,1
2012,180000,0,193,2.1,6.1,10.259917920656637,1
2017,525000,0,160,2.0,6.0,11.609907120743037,1
2005,350000,0,328,2.4,5.8,9.45000945000945,1
2018,850000,0,361,2.2,6.9,11.879776660198788,1
2011,350000,0,92,1.3,5.2,9.99000999000999,1
2007,75000,0,175,1.5,4.9,9.449976375059062,0
2005,160000,0,156,1.7,4.6000000000000005,9.450062765342247,0
2017,500000,0,100,2.4,6.3,11.610019446782571,1
2008,130000,0,388,2.4,6.0,9.45000945000945,1
2015,350000,0,266,2.3,6.9,11.07002900347599,1
2005,70000,0,88,1.3,4.8,9.45000945000945,0
2014,750000,0,322,2.1,7.3,10.800020855212686,1
2013,450000,0,154,1.6,5.8,10.53008026702694,1
2015,430000,0,241,2.4,6.7,11.069998786849448,1
2011,260000,0,70,1.3,4.699999999999999,9.99000999000999,0
2013,370000,0,101,1.2,5.0,10.530056730680636,1
2011,229999,0,320,2.3,6.7,9.99000999000999,1
2011,140000,0,61,2.1,4.9,9.99000999000999,0
2013,700000,0,102,2.2,5.300000000000001,10.52997356976634,1
2020,545000,0,63,2.2,6.4,12.419190200748554,1
2017,200000,0,396,2.3,8.0,11.609907120743037,2
2015,500000,0,154,2.0,5.699999999999999,11.07000857925665,1
2008,70000,0,118,2.0,5.0,9.450009450009452,1
2013,580000,0,89,1.9,5.1,10.529862690590516,1
2012,160000,0,147,2.1,5.5,10.260018174889336,1
2018,450000,0,389,2.6,8.2,11.87883587408434,2
2010,160000,0,279,1.2,5.300000000000001,9.72000972000972,1
2016,760000,0,187,1.8,6.3,11.33996760009257,1
2015,300000,0,230,2.1,6.5,11.069739357955116,1
1998,50000,0,284,1.2,5.699999999999999,9.45000945000945,1
2019,800000,0,333,2.3,7.6,12.15005315648256,2
2018,680000,0,224,3.0,6.800000000000001,11.88001188001188,1
2009,85000,0,217,1.4,5.5,9.45000945000945,1
2016,1300000,0,256,1.3,5.699999999999999,11.34007257646449,1
2016,500000,0,374,2.3,6.800000000000001,11.34001134001134,1
2015,3500000,1,89,2.2,6.0,11.069993990574693,1
2008,145000,0,255,1.5,5.6000000000000005,9.45000945000945,1
2013,300000,0,228,1.6,6.0,10.53001053001053,1
2017,600000,0,366,1.7,7.6,11.609907120743037,2
2015,400000,0,126,1.5,6.4,11.069993990574693,1
2007,130000,0,243,2.4,6.6000000000000005,9.45000945000945,1
2001,45000,0,297,2.0,5.300000000000001,9.44998111019919,1
2017,641000,0,261,1.5,6.1,11.610086843449588,1
2015,650000,0,168,1.5,5.4,11.07002900347599,1
2020,784000,0,277,2.8,7.7,12.469135802469136,2
2020,635000,0,135,2.1,6.0,12.469135802469136,1
2020,1000000,0,380,3.4,8.2,12.469135802469136,2
2015,495000,0,61,1.3,4.8,11.0700232705733,0
2013,324000,0,70,2.0,5.6000000000000005,10.53001053001053,1
2016,2100000,1,135,3.2,6.800000000000001,11.34003370842215,1
2018,200000,0,151,3.2,7.0,11.880112691354674,1
2015,320000,0,156,1.2,5.8,11.06990645929042,1
2015,300000,0,229,1.8,5.9,11.069712187483123,1
2013,180000,0,318,1.1,5.699999999999999,10.52997356976634,1
2008,500000,0,356,2.2,6.4,9.449997852273215,1
2011,305000,0,364,1.7,6.6000000000000005,9.99000999000999,1
2009,125000,0,142,1.2,4.699999999999999,9.45000945000945,0
2015,800000,0,141,2.1,6.1,11.070019926035869,1
2009,420000,0,352,1.5,6.1,9.45000945000945,1
2017,875000,0,282,1.2,6.0,11.610019446782571,1
2014,580000,0,322,1.7,5.9,10.799969142945306,1
2011,350000,0,97,1.4,4.8,9.990009990009993,0
2004,120000,0,192,2.4,5.699999999999999,9.45000945000945,1
2013,150000,0,120,1.5,5.6000000000000005,10.53001053001053,1
2013,650000,0,142,1.9,5.9,10.53001053001053,1
2010,225000,0,264,2.4,6.5,9.719944110321366,1
2014,400000,1,87,2.6,5.5,10.799913600691193,1
2005,250000,0,244,1.5,5.5,9.45000945000945,1
2008,120000,0,189,1.2,5.2,9.450069081108015,1
2010,250000,0,129,2.4,5.8,9.720062208398131,1
2012,175000,0,266,2.2,6.6000000000000005,10.260093366849638,1
2013,450000,0,215,1.3,6.0,10.526315789473683,1
2018,590000,0,96,2.5,6.1,11.880072137060417,1
2015,225000,0,276,2.4,6.2,11.070048309178745,1
2016,900000,0,155,1.8,6.2,11.340056941562514,1
2017,375000,1,308,2.8,6.9,11.609870240374388,1
2016,320000,0,242,2.0,6.0,11.339893323524,1
2013,525000,0,160,2.1,6.2,10.529910638055666,1
2014,650000,0,287,2.4,6.4,10.799908232325162,1
2017,575000,0,397,2.2,7.4,11.61006018916595,1
2014,355000,0,62,2.4,5.300000000000001,10.80008810330112,1
2016,470000,0,130,2.2,5.9,11.340202458423716,1
2008,221000,0,156,1.1,5.1,9.44987313070237,1
2009,195000,0,144,1.2,4.699999999999999,9.449907268082724,0
2004,90000,0,298,2.3,6.0,9.450035435861093,1
2013,580000,0,235,1.0,5.4,10.529939980458751,1
2014,325000,0,352,2.2,6.9,10.800066303837337,1
2013,495000,0,190,2.3,5.8,10.52997858672377,1
2014,290000,0,236,1.6,5.8,10.800108001080012,1
2018,375000,0,160,2.5,7.3,11.87902187902188,1
2011,211000,0,276,1.3,5.9,9.990039609923327,1
